kota_administrasi,kecamatan,kelurahan,rw,tgl_kejadian,bulan_kejadian,rainFall_mm,rainDuration_minutes,ketinggian_air_min_cm,ketinggian_air_max_cm,waktu_kejadian
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,10,2024-10-03,Oktober,137.0,96,24,70,20:45
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,09,2024-11-27,November,91.1,109,21,82,21:06
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,14,2024-11-25,November,101.3,146,36,96,14:01
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,08,2024-12-20,Desember,186.3,198,25,65,06:00
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,02,2024-12-10,Desember,180.3,199,15,41,13:57
Jakarta Barat,Cengkareng,Kedaung Kali Angke,13,2024-01-11,Januari,56.7,106,21,52,01:43
Jakarta Barat,Cengkareng,Kedaung Kali Angke,03,2024-01-15,Januari,68.5,116,36,45,00:32
Jakarta Barat,Cengkareng,Kedaung Kali Angke,04,2024-02-16,Februari,186.4,100,34,71,19:35
Jakarta Barat,Cengkareng,Kedaung Kali Angke,14,2024-02-08,Februari,211.9,89,34,70,09:48
Jakarta Barat,Cengkareng,Kedaung Kali Angke,10,2024-03-27,Maret,124.6,167,15,59,08:45
Jakarta Barat,Cengkareng,Kedaung Kali Angke,03,2024-03-16,Maret,138.1,179,22,69,19:21
Jakarta Barat,Cengkareng,Kedaung Kali Angke,02,2024-04-28,April,6.8,26,13,18,08:23
Jakarta Barat,Cengkareng,Kedaung Kali Angke,04,2024-05-18,Mei,64.4,11,10,20,16:15
Jakarta Barat,Cengkareng,Kedaung Kali Angke,08,2024-06-19,Juni,29.0,56,5,28,19:22
Jakarta Barat,Cengkareng,Kedaung Kali Angke,09,2024-07-19,Juli,35.6,36,13,22,05:38
Jakarta Barat,Cengkareng,Kedaung Kali Angke,10,2024-08-08,Agustus,29.3,19,7,14,16:26
Jakarta Barat,Cengkareng,Kedaung Kali Angke,03,2024-09-26,September,12.6,66,6,41,17:24
Jakarta Barat,Cengkareng,Kedaung Kali Angke,04,2024-10-16,Oktober,180.6,85,8,111,10:39
Jakarta Barat,Cengkareng,Kedaung Kali Angke,11,2024-10-01,Oktober,152.0,96,17,125,07:13
Jakarta Barat,Cengkareng,Kedaung Kali Angke,13,2024-11-19,November,73.5,203,31,59,02:40
Jakarta Barat,Cengkareng,Kedaung Kali Angke,04,2024-11-07,November,63.6,224,22,67,08:36
Jakarta Barat,Cengkareng,Kedaung Kali Angke,08,2024-12-13,Desember,146.8,243,38,100,11:27
Jakarta Barat,Cengkareng,Kedaung Kali Angke,12,2024-12-18,Desember,133.5,222,23,106,02:19
Jakarta Barat,Cengkareng,Kapuk,05,2024-01-06,Januari,80.4,159,28,118,17:53
Jakarta Barat,Cengkareng,Kapuk,11,2024-01-14,Januari,99.0,168,20,128,08:18
Jakarta Barat,Cengkareng,Kapuk,13,2024-02-05,Februari,50.0,58,13,85,18:00
Jakarta Barat,Cengkareng,Kapuk,15,2024-02-02,Februari,75.3,73,13,91,08:31
Jakarta Barat,Cengkareng,Kapuk,04,2024-03-12,Maret,170.9,126,41,109,00:06
Jakarta Barat,Cengkareng,Kapuk,10,2024-03-25,Maret,192.2,159,35,107,22:51
Jakarta Barat,Cengkareng,Kapuk,10,2024-04-18,April,6.9,49,11,15,11:27
Jakarta Barat,Cengkareng,Kapuk,02,2024-05-22,Mei,11.2,26,7,11,23:44
Jakarta Barat,Cengkareng,Kapuk,10,2024-06-04,Juni,65.7,41,0,23,06:34
Jakarta Barat,Cengkareng,Kapuk,09,2024-07-25,Juli,25.0,41,5,16,11:43
Jakarta Barat,Cengkareng,Kapuk,03,2024-08-27,Agustus,44.4,37,9,36,11:14
Jakarta Barat,Cengkareng,Kapuk,11,2024-09-12,September,52.7,36,6,15,11:55
Jakarta Barat,Cengkareng,Kapuk,12,2024-10-10,Oktober,156.3,159,37,74,03:18
Jakarta Barat,Cengkareng,Kapuk,08,2024-10-07,Oktober,137.7,160,31,76,23:56
Jakarta Barat,Cengkareng,Kapuk,10,2024-11-12,November,44.1,170,22,120,13:42
Jakarta Barat,Cengkareng,Kapuk,05,2024-11-13,November,37.4,187,12,129,11:01
Jakarta Barat,Cengkareng,Kapuk,10,2024-12-18,Desember,154.8,129,26,33,02:09
Jakarta Barat,Cengkareng,Kapuk,09,2024-12-24,Desember,165.7,117,30,34,14:50
Jakarta Barat,Cengkareng,Cengkareng Barat,07,2024-01-03,Januari,127.9,81,3,120,05:24
Jakarta Barat,Cengkareng,Cengkareng Barat,14,2024-01-05,Januari,106.8,75,5,113,19:24
Jakarta Barat,Cengkareng,Cengkareng Barat,10,2024-02-20,Februari,195.3,152,27,112,14:49
Jakarta Barat,Cengkareng,Cengkareng Barat,02,2024-02-08,Februari,198.2,143,19,106,15:48
Jakarta Barat,Cengkareng,Cengkareng Barat,08,2024-03-22,Maret,93.7,74,23,83,18:35
Jakarta Barat,Cengkareng,Cengkareng Barat,10,2024-03-18,Maret,125.5,64,24,86,06:00
Jakarta Barat,Cengkareng,Cengkareng Barat,01,2024-04-24,April,42.7,23,0,41,20:46
Jakarta Barat,Cengkareng,Cengkareng Barat,13,2024-05-09,Mei,13.0,56,3,19,17:41
Jakarta Barat,Cengkareng,Cengkareng Barat,10,2024-06-08,Juni,52.4,29,11,30,13:02
Jakarta Barat,Cengkareng,Cengkareng Barat,11,2024-07-01,Juli,56.7,36,4,21,15:35
Jakarta Barat,Cengkareng,Cengkareng Barat,05,2024-08-07,Agustus,21.1,38,9,22,05:04
Jakarta Barat,Cengkareng,Cengkareng Barat,02,2024-09-12,September,69.6,37,0,30,20:01
Jakarta Barat,Cengkareng,Cengkareng Barat,11,2024-10-08,Oktober,97.6,108,30,109,03:53
Jakarta Barat,Cengkareng,Cengkareng Barat,09,2024-10-27,Oktober,99.8,107,36,93,00:47
Jakarta Barat,Cengkareng,Cengkareng Barat,06,2024-11-22,November,77.1,72,18,64,02:40
Jakarta Barat,Cengkareng,Cengkareng Barat,13,2024-11-11,November,74.4,91,34,76,17:58
Jakarta Barat,Cengkareng,Cengkareng Barat,15,2024-12-26,Desember,88.9,179,38,95,02:45
Jakarta Barat,Cengkareng,Cengkareng Barat,01,2024-12-13,Desember,126.6,144,33,88,03:06
Jakarta Barat,Cengkareng,Cengkareng Timur,12,2024-01-19,Januari,179.1,90,25,76,03:20
Jakarta Barat,Cengkareng,Cengkareng Timur,12,2024-01-08,Januari,180.8,93,27,86,05:21
Jakarta Barat,Cengkareng,Cengkareng Timur,01,2024-02-27,Februari,207.2,174,37,81,06:16
Jakarta Barat,Cengkareng,Cengkareng Timur,11,2024-02-16,Februari,198.9,155,26,89,18:41
Jakarta Barat,Cengkareng,Cengkareng Timur,08,2024-03-19,Maret,176.0,112,15,123,13:26
Jakarta Barat,Cengkareng,Cengkareng Timur,08,2024-03-21,Maret,198.0,94,10,121,14:48
Jakarta Barat,Cengkareng,Cengkareng Timur,12,2024-04-10,April,23.2,33,9,16,11:09
Jakarta Barat,Cengkareng,Cengkareng Timur,13,2024-05-18,Mei,45.5,55,3,26,00:23
Jakarta Barat,Cengkareng,Cengkareng Timur,13,2024-06-06,Juni,22.5,15,14,22,16:39
Jakarta Barat,Cengkareng,Cengkareng Timur,02,2024-07-27,Juli,45.5,40,10,33,12:28
Jakarta Barat,Cengkareng,Cengkareng Timur,04,2024-08-03,Agustus,22.0,17,3,13,17:18
Jakarta Barat,Cengkareng,Cengkareng Timur,01,2024-09-03,September,79.8,65,7,27,10:43
Jakarta Barat,Cengkareng,Cengkareng Timur,03,2024-10-28,Oktober,62.2,130,45,91,02:59
Jakarta Barat,Cengkareng,Cengkareng Timur,10,2024-10-12,Oktober,50.4,165,40,97,09:05
Jakarta Barat,Cengkareng,Cengkareng Timur,15,2024-11-06,November,59.7,110,1,108,21:10
Jakarta Barat,Cengkareng,Cengkareng Timur,13,2024-11-11,November,69.6,96,11,119,07:31
Jakarta Barat,Cengkareng,Cengkareng Timur,11,2024-12-16,Desember,154.1,138,12,85,17:09
Jakarta Barat,Cengkareng,Cengkareng Timur,13,2024-12-01,Desember,152.9,152,16,82,17:05
Jakarta Barat,Cengkareng,Rawa Buaya,11,2024-01-07,Januari,175.8,180,19,103,19:25
Jakarta Barat,Cengkareng,Rawa Buaya,15,2024-01-10,Januari,168.8,165,22,118,10:54
Jakarta Barat,Cengkareng,Rawa Buaya,15,2024-02-19,Februari,142.5,90,21,52,16:24
Jakarta Barat,Cengkareng,Rawa Buaya,07,2024-02-02,Februari,120.0,97,30,60,18:22
Jakarta Barat,Cengkareng,Rawa Buaya,07,2024-03-05,Maret,148.7,116,29,84,16:43
Jakarta Barat,Cengkareng,Rawa Buaya,02,2024-03-24,Maret,161.4,92,19,104,07:00
Jakarta Barat,Cengkareng,Rawa Buaya,04,2024-04-11,April,18.7,29,3,22,02:02
Jakarta Barat,Cengkareng,Rawa Buaya,04,2024-05-09,Mei,32.2,23,5,20,09:14
Jakarta Barat,Cengkareng,Rawa Buaya,03,2024-06-04,Juni,17.2,31,1,32,01:29
Jakarta Barat,Cengkareng,Rawa Buaya,11,2024-07-28,Juli,69.0,19,4,21,19:59
Jakarta Barat,Cengkareng,Rawa Buaya,06,2024-08-06,Agustus,24.8,65,1,25,21:41
Jakarta Barat,Cengkareng,Rawa Buaya,11,2024-09-19,September,24.4,20,10,24,11:12
Jakarta Barat,Cengkareng,Rawa Buaya,10,2024-10-28,Oktober,129.4,160,34,66,18:16
Jakarta Barat,Cengkareng,Rawa Buaya,06,2024-10-25,Oktober,134.0,176,30,67,19:51
Jakarta Barat,Cengkareng,Rawa Buaya,03,2024-11-21,November,175.2,48,25,64,04:43
Jakarta Barat,Cengkareng,Rawa Buaya,03,2024-11-11,November,164.4,76,19,66,11:01
Jakarta Barat,Cengkareng,Rawa Buaya,04,2024-12-16,Desember,115.9,121,22,48,23:49
Jakarta Barat,Cengkareng,Rawa Buaya,08,2024-12-20,Desember,138.0,146,30,58,01:59
Jakarta Barat,Cengkareng,Duri Kosambi,07,2024-01-09,Januari,184.4,122,29,120,20:15
Jakarta Barat,Cengkareng,Duri Kosambi,11,2024-01-17,Januari,194.5,122,18,114,17:42
Jakarta Barat,Cengkareng,Duri Kosambi,11,2024-02-17,Februari,134.4,199,16,77,23:06
Jakarta Barat,Cengkareng,Duri Kosambi,10,2024-02-21,Februari,139.8,207,32,91,06:17
Jakarta Barat,Cengkareng,Duri Kosambi,13,2024-03-21,Maret,48.4,79,27,68,13:06
Jakarta Barat,Cengkareng,Duri Kosambi,10,2024-03-09,Maret,53.8,91,15,49,18:35
Jakarta Barat,Cengkareng,Duri Kosambi,03,2024-04-26,April,16.2,57,11,28,08:04
Jakarta Barat,Cengkareng,Duri Kosambi,08,2024-05-25,Mei,34.0,61,1,10,16:29
Jakarta Barat,Cengkareng,Duri Kosambi,14,2024-06-25,Juni,73.4,14,3,29,12:05
Jakarta Barat,Cengkareng,Duri Kosambi,09,2024-07-14,Juli,53.5,48,9,18,20:38
Jakarta Barat,Cengkareng,Duri Kosambi,06,2024-08-04,Agustus,26.0,39,8,33,10:23
Jakarta Barat,Cengkareng,Duri Kosambi,06,2024-09-17,September,56.7,11,5,24,14:43
Jakarta Barat,Cengkareng,Duri Kosambi,01,2024-10-01,Oktober,126.0,176,44,95,00:12
Jakarta Barat,Cengkareng,Duri Kosambi,05,2024-10-24,Oktober,135.0,178,34,98,18:47
Jakarta Barat,Cengkareng,Duri Kosambi,04,2024-11-25,November,113.5,116,37,51,09:49
Jakarta Barat,Cengkareng,Duri Kosambi,05,2024-11-27,November,105.2,131,37,54,11:06
Jakarta Barat,Cengkareng,Duri Kosambi,14,2024-12-23,Desember,115.5,174,25,37,11:28
Jakarta Barat,Cengkareng,Duri Kosambi,03,2024-12-24,Desember,110.0,159,27,41,18:15
Jakarta Barat,Grogol Petamburan,Tomang,05,2024-01-24,Januari,149.5,66,32,34,02:52
Jakarta Barat,Grogol Petamburan,Tomang,09,2024-01-18,Januari,115.8,96,34,45,13:32
Jakarta Barat,Grogol Petamburan,Tomang,09,2024-02-19,Februari,158.7,117,29,40,21:23
Jakarta Barat,Grogol Petamburan,Tomang,15,2024-02-11,Februari,167.1,97,32,52,03:06
Jakarta Barat,Grogol Petamburan,Tomang,03,2024-03-19,Maret,78.5,165,11,42,21:26
Jakarta Barat,Grogol Petamburan,Tomang,15,2024-03-01,Maret,88.9,145,20,49,06:29
Jakarta Barat,Grogol Petamburan,Tomang,10,2024-04-21,April,55.5,53,5,21,17:49
Jakarta Barat,Grogol Petamburan,Tomang,01,2024-05-11,Mei,44.2,32,10,32,20:56
Jakarta Barat,Grogol Petamburan,Tomang,09,2024-06-09,Juni,21.9,20,2,9,11:47
Jakarta Barat,Grogol Petamburan,Tomang,13,2024-07-28,Juli,1.2,13,0,14,12:12
Jakarta Barat,Grogol Petamburan,Tomang,01,2024-08-03,Agustus,48.4,30,7,19,17:55
Jakarta Barat,Grogol Petamburan,Tomang,04,2024-09-19,September,32.9,20,5,44,19:06
Jakarta Barat,Grogol Petamburan,Tomang,12,2024-10-07,Oktober,156.6,205,10,59,22:54
Jakarta Barat,Grogol Petamburan,Tomang,11,2024-10-07,Oktober,186.3,207,10,57,14:41
Jakarta Barat,Grogol Petamburan,Tomang,12,2024-11-10,November,81.9,240,39,127,03:16
Jakarta Barat,Grogol Petamburan,Tomang,11,2024-11-17,November,71.4,239,20,121,10:24
Jakarta Barat,Grogol Petamburan,Tomang,01,2024-12-09,Desember,177.5,178,25,81,05:30
Jakarta Barat,Grogol Petamburan,Tomang,06,2024-12-02,Desember,181.1,153,29,74,06:44
Jakarta Barat,Grogol Petamburan,Grogol,15,2024-01-08,Januari,136.6,113,35,92,12:35
Jakarta Barat,Grogol Petamburan,Grogol,12,2024-01-16,Januari,114.2,126,33,64,15:16
Jakarta Barat,Grogol Petamburan,Grogol,04,2024-02-05,Februari,59.9,67,21,108,02:14
Jakarta Barat,Grogol Petamburan,Grogol,14,2024-02-04,Februari,70.4,70,12,118,19:30
Jakarta Barat,Grogol Petamburan,Grogol,05,2024-03-15,Maret,114.1,147,19,104,09:26
Jakarta Barat,Grogol Petamburan,Grogol,05,2024-03-01,Maret,77.5,154,19,116,21:47
Jakarta Barat,Grogol Petamburan,Grogol,03,2024-04-10,April,68.6,36,6,22,19:05
Jakarta Barat,Grogol Petamburan,Grogol,03,2024-05-28,Mei,48.3,56,4,34,23:27
Jakarta Barat,Grogol Petamburan,Grogol,08,2024-06-25,Juni,45.8,62,10,30,15:36
Jakarta Barat,Grogol Petamburan,Grogol,13,2024-07-09,Juli,20.0,46,9,25,19:15
Jakarta Barat,Grogol Petamburan,Grogol,10,2024-08-18,Agustus,45.0,23,9,36,03:08
Jakarta Barat,Grogol Petamburan,Grogol,10,2024-09-23,September,7.1,63,1,39,01:59
Jakarta Barat,Grogol Petamburan,Grogol,05,2024-10-16,Oktober,157.1,94,17,108,11:04
Jakarta Barat,Grogol Petamburan,Grogol,14,2024-10-04,Oktober,169.5,89,22,107,18:28
Jakarta Barat,Grogol Petamburan,Grogol,01,2024-11-06,November,42.7,167,21,61,02:07
Jakarta Barat,Grogol Petamburan,Grogol,05,2024-11-27,November,71.2,197,27,67,21:26
Jakarta Barat,Grogol Petamburan,Grogol,11,2024-12-10,Desember,163.4,109,20,127,07:07
Jakarta Barat,Grogol Petamburan,Grogol,01,2024-12-06,Desember,189.1,124,17,127,21:10
Jakarta Barat,Grogol Petamburan,Jelambar,15,2024-01-23,Januari,77.3,83,36,126,03:19
Jakarta Barat,Grogol Petamburan,Jelambar,14,2024-01-22,Januari,69.8,84,30,129,18:17
Jakarta Barat,Grogol Petamburan,Jelambar,01,2024-02-27,Februari,162.8,140,25,107,10:01
Jakarta Barat,Grogol Petamburan,Jelambar,04,2024-02-01,Februari,164.4,127,34,103,08:48
Jakarta Barat,Grogol Petamburan,Jelambar,03,2024-03-08,Maret,164.2,256,33,37,09:26
Jakarta Barat,Grogol Petamburan,Jelambar,04,2024-03-21,Maret,172.5,242,48,59,18:50
Jakarta Barat,Grogol Petamburan,Jelambar,05,2024-04-27,April,34.8,17,2,21,01:34
Jakarta Barat,Grogol Petamburan,Jelambar,02,2024-05-08,Mei,7.1,37,7,17,02:15
Jakarta Barat,Grogol Petamburan,Jelambar,08,2024-06-28,Juni,34.6,24,5,5,02:26
Jakarta Barat,Grogol Petamburan,Jelambar,07,2024-07-08,Juli,1.1,55,7,46,05:42
Jakarta Barat,Grogol Petamburan,Jelambar,11,2024-08-14,Agustus,27.8,28,7,41,13:12
Jakarta Barat,Grogol Petamburan,Jelambar,01,2024-09-28,September,12.1,28,5,7,20:55
Jakarta Barat,Grogol Petamburan,Jelambar,01,2024-10-24,Oktober,44.6,198,38,77,08:45
Jakarta Barat,Grogol Petamburan,Jelambar,03,2024-10-06,Oktober,62.3,196,43,81,02:29
Jakarta Barat,Grogol Petamburan,Jelambar,11,2024-11-05,November,118.1,178,44,74,10:32
Jakarta Barat,Grogol Petamburan,Jelambar,15,2024-11-19,November,131.9,180,48,82,19:20
Jakarta Barat,Grogol Petamburan,Jelambar,06,2024-12-23,Desember,94.6,138,30,102,16:53
Jakarta Barat,Grogol Petamburan,Jelambar,03,2024-12-17,Desember,79.6,155,38,96,07:53
Jakarta Barat,Grogol Petamburan,Jelambar Baru,05,2024-01-01,Januari,195.6,186,10,48,07:10
Jakarta Barat,Grogol Petamburan,Jelambar Baru,15,2024-01-15,Januari,192.5,212,8,44,16:29
Jakarta Barat,Grogol Petamburan,Jelambar Baru,11,2024-02-21,Februari,59.2,191,23,73,17:04
Jakarta Barat,Grogol Petamburan,Jelambar Baru,11,2024-02-05,Februari,45.0,207,28,65,19:06
Jakarta Barat,Grogol Petamburan,Jelambar Baru,14,2024-03-24,Maret,152.9,130,39,113,21:10
Jakarta Barat,Grogol Petamburan,Jelambar Baru,05,2024-03-09,Maret,139.0,132,27,85,15:35
Jakarta Barat,Grogol Petamburan,Jelambar Baru,15,2024-04-04,April,51.8,39,9,17,20:46
Jakarta Barat,Grogol Petamburan,Jelambar Baru,11,2024-05-28,Mei,30.7,71,6,32,21:29
Jakarta Barat,Grogol Petamburan,Jelambar Baru,06,2024-06-03,Juni,22.8,68,7,21,17:19
Jakarta Barat,Grogol Petamburan,Jelambar Baru,05,2024-07-16,Juli,34.2,3,2,7,08:35
Jakarta Barat,Grogol Petamburan,Jelambar Baru,12,2024-08-03,Agustus,14.8,54,12,15,22:19
Jakarta Barat,Grogol Petamburan,Jelambar Baru,08,2024-09-05,September,29.6,22,6,24,10:53
Jakarta Barat,Grogol Petamburan,Jelambar Baru,06,2024-10-14,Oktober,106.1,119,24,140,09:33
Jakarta Barat,Grogol Petamburan,Jelambar Baru,10,2024-10-25,Oktober,97.8,88,29,129,05:31
Jakarta Barat,Grogol Petamburan,Jelambar Baru,15,2024-11-13,November,54.6,102,34,52,18:09
Jakarta Barat,Grogol Petamburan,Jelambar Baru,04,2024-11-28,November,70.8,130,26,51,22:45
Jakarta Barat,Grogol Petamburan,Jelambar Baru,05,2024-12-22,Desember,116.8,226,36,60,00:24
Jakarta Barat,Grogol Petamburan,Jelambar Baru,07,2024-12-09,Desember,88.7,233,40,68,20:23
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,03,2024-01-09,Januari,191.4,199,29,67,17:33
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,15,2024-01-01,Januari,181.5,183,27,53,20:38
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,10,2024-02-26,Februari,93.8,119,36,36,03:59
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,14,2024-02-14,Februari,85.1,132,32,38,04:11
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,01,2024-03-16,Maret,141.1,212,13,70,06:35
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,09,2024-03-04,Maret,118.2,195,15,56,17:53
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,13,2024-04-07,April,28.4,31,7,11,14:27
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,07,2024-05-21,Mei,48.1,56,6,36,08:35
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,01,2024-06-18,Juni,25.0,8,10,20,05:17
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,14,2024-07-06,Juli,59.0,15,5,38,13:03
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,07,2024-08-25,Agustus,23.1,14,12,39,16:51
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,08,2024-09-20,September,31.7,35,12,20,23:51
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,01,2024-10-26,Oktober,46.6,197,40,76,14:26
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,15,2024-10-20,Oktober,78.2,201,41,87,18:45
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,05,2024-11-12,November,122.7,65,32,107,21:50
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,11,2024-11-09,November,132.4,87,29,103,09:32
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,06,2024-12-15,Desember,151.9,169,21,68,20:46
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,07,2024-12-21,Desember,122.4,144,23,51,09:38
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,05,2024-01-26,Januari,127.3,246,35,54,00:53
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,09,2024-01-07,Januari,121.2,250,49,56,05:32
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,13,2024-02-03,Februari,87.1,136,14,67,12:44
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,08,2024-02-20,Februari,90.4,126,13,62,20:49
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,02,2024-03-04,Maret,132.0,132,35,114,00:12
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,04,2024-03-27,Maret,140.3,137,42,102,09:22
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,11,2024-04-10,April,41.1,21,3,29,04:00
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,02,2024-05-23,Mei,39.6,74,7,17,01:17
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,04,2024-06-27,Juni,51.1,27,6,29,12:48
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,04,2024-07-07,Juli,25.0,15,2,28,20:33
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,12,2024-08-10,Agustus,33.0,61,1,14,16:25
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,06,2024-09-02,September,23.0,56,11,22,20:27
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,09,2024-10-18,Oktober,59.3,177,24,70,21:47
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,13,2024-10-21,Oktober,57.9,174,16,93,06:30
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,10,2024-11-26,November,91.5,102,16,36,11:56
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,06,2024-11-19,November,113.7,91,10,54,12:14
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,09,2024-12-09,Desember,118.5,91,22,70,18:02
Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,03,2024-12-08,Desember,101.4,94,40,45,06:38
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,04,2024-01-16,Januari,118.9,221,29,119,09:26
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,14,2024-01-03,Januari,133.5,256,30,110,13:25
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,13,2024-02-21,Februari,137.4,180,30,84,02:45
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,11,2024-02-25,Februari,115.7,179,39,79,17:18
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,12,2024-03-01,Maret,133.5,230,21,84,15:57
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,07,2024-03-07,Maret,133.3,232,4,93,08:07
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,05,2024-04-21,April,35.6,27,2,35,22:55
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,05,2024-05-09,Mei,44.4,49,3,28,21:59
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,10,2024-06-01,Juni,21.7,38,6,38,07:21
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,13,2024-07-21,Juli,31.7,25,1,23,23:17
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,08,2024-08-06,Agustus,44.5,53,2,2,04:23
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,13,2024-09-14,September,12.6,56,3,15,22:35
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,02,2024-10-01,Oktober,83.5,205,45,86,17:21
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,14,2024-10-22,Oktober,119.1,206,33,97,10:52
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,14,2024-11-21,November,108.0,225,8,110,19:54
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,15,2024-11-25,November,105.8,239,12,124,00:06
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,15,2024-12-21,Desember,123.8,136,8,124,08:25
Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,01,2024-12-12,Desember,133.4,118,12,123,08:17
Jakarta Barat,Taman Sari,Pinangsia,08,2024-01-19,Januari,73.5,117,29,115,06:35
Jakarta Barat,Taman Sari,Pinangsia,05,2024-01-28,Januari,77.9,111,42,118,10:52
Jakarta Barat,Taman Sari,Pinangsia,07,2024-02-10,Februari,161.4,82,34,96,21:48
Jakarta Barat,Taman Sari,Pinangsia,03,2024-02-14,Februari,151.1,89,28,97,21:42
Jakarta Barat,Taman Sari,Pinangsia,02,2024-03-03,Maret,124.6,158,33,88,03:59
Jakarta Barat,Taman Sari,Pinangsia,05,2024-03-16,Maret,122.0,185,42,83,03:55
Jakarta Barat,Taman Sari,Pinangsia,13,2024-04-22,April,67.9,59,1,7,15:19
Jakarta Barat,Taman Sari,Pinangsia,15,2024-05-23,Mei,8.9,35,4,44,14:17
Jakarta Barat,Taman Sari,Pinangsia,10,2024-06-09,Juni,22.3,65,7,49,17:30
Jakarta Barat,Taman Sari,Pinangsia,12,2024-07-18,Juli,9.9,58,9,43,14:00
Jakarta Barat,Taman Sari,Pinangsia,06,2024-08-15,Agustus,41.1,59,8,34,21:47
Jakarta Barat,Taman Sari,Pinangsia,14,2024-09-05,September,37.6,50,7,36,18:14
Jakarta Barat,Taman Sari,Pinangsia,15,2024-10-03,Oktober,154.5,210,47,92,08:33
Jakarta Barat,Taman Sari,Pinangsia,08,2024-10-24,Oktober,138.5,214,49,103,23:47
Jakarta Barat,Taman Sari,Pinangsia,07,2024-11-14,November,205.1,90,19,81,15:43
Jakarta Barat,Taman Sari,Pinangsia,08,2024-11-22,November,176.2,77,11,80,10:29
Jakarta Barat,Taman Sari,Pinangsia,05,2024-12-07,Desember,87.1,118,22,72,08:43
Jakarta Barat,Taman Sari,Pinangsia,04,2024-12-19,Desember,72.6,116,19,76,10:43
Jakarta Barat,Taman Sari,Glodok,15,2024-01-10,Januari,74.7,94,31,91,19:50
Jakarta Barat,Taman Sari,Glodok,08,2024-01-06,Januari,100.9,80,28,88,02:27
Jakarta Barat,Taman Sari,Glodok,13,2024-02-14,Februari,99.2,58,30,48,22:17
Jakarta Barat,Taman Sari,Glodok,14,2024-02-05,Februari,95.3,49,18,33,04:37
Jakarta Barat,Taman Sari,Glodok,15,2024-03-19,Maret,110.8,130,19,115,00:06
